Highest Offense Description,Latitude,Longitude,year
BURGLARY OF VEHICLE,30.39119845,-97.75281047,2022
CRIMINAL TRESPASS,30.27804045,-97.74922522,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.48586515,-97.80087223,2022
BURGLARY OF VEHICLE,30.37191894,-97.80266543,2022
HARASSMENT,30.23330531,-97.73842733,2022
UNLAWFUL CARRYING WEAPON,30.28345254,-97.69814435,2022
POSSESSION OF MARIJUANA,30.23370295,-97.79380778,2022
CRIMINAL MISCHIEF,30.42085903,-97.75504079,2022
EVADING / FOOT,30.25174715,-97.69831584,2022
CRIMINAL TRESPASS,30.26639975,-97.74303194,2022
MAIL THEFT,30.38956251,-97.73879051,2022
FAMILY DISTURBANCE,30.18669213,-97.75814558,2022
AUTO THEFT,30.22504044,-97.7029622,2022
FAMILY DISTURBANCE,30.20083051,-97.77566148,2022
TERRORISTIC THREAT,30.33374784,-97.72149887,2022
ASSAULT BY THREAT,30.43469195,-97.69809716,2022
THEFT,30.36162771,-97.70464476,2022
FAMILY DISTURBANCE,30.36926216,-97.69510501,2022
BURGLARY OF VEHICLE,30.31420259,-97.70864709,2022
FAMILY DISTURBANCE,30.37148551,-97.71717801,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.28784938,-97.66090647,2022
AUTO THEFT,30.29938589,-97.64584516,2022
CRIMINAL MISCHIEF,30.44532404,-97.76921672,2022
PURSE SNATCHING,30.19723953,-97.76334511,2022
THEFT,30.33915243,-97.69116575,2022
TERRORISTIC THREAT,30.23310511,-97.69857742,2022
BURGLARY OF VEHICLE,30.39119845,-97.75281047,2022
BURGLARY OF VEHICLE,30.40196548,-97.73642287,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
THEFT OF AUTO PARTS,30.32137824,-97.71900897,2022
IDENTITY THEFT,30.2673951,-97.75201327,2022
BURGLARY OF VEHICLE,30.36570303,-97.77479071,2022
DWI,30.19871266,-97.76466424,2022
CHILD CUSTODY INTERFERE,30.2313573,-97.73404858,2022
AUTO THEFT,30.19570794,-97.7569301,2022
CRIMINAL MISCHIEF,30.15377867,-97.73715391,2022
ASSAULT WITH INJURY,30.22858489,-97.74368507,2022
FAMILY DISTURBANCE,30.26838852,-97.72163846,2022
FORGERY AND PASSING,30.2711407,-97.74191295,2022
FAMILY DISTURBANCE,30.37111089,-97.67474763,2022
FAMILY DISTURBANCE,30.17352383,-97.80255884,2022
BURGLARY OF VEHICLE,30.24704005,-97.76982519,2022
FAMILY DISTURBANCE,30.32812393,-97.68865551,2022
FAMILY DISTURBANCE,30.33148997,-97.72164243,2022
BURGLARY OF VEHICLE,30.22138307,-97.83965017,2022
CRIMINAL TRESPASS,30.31255862,-97.66379797,2022
BURGLARY OF VEHICLE,30.22563082,-97.70573006,2022
ASSAULT WITH INJURY,30.27146137,-97.81706377,2022
THEFT OF BICYCLE,30.40813425,-97.67622388,2022
FRAUD - OTHER,30.34538494,-97.71302143,2022
BURGLARY OF VEHICLE,30.44470833,-97.78650451,2022
FAMILY DISTURBANCE,30.2316152,-97.73645832,2022
POSS OF DRUG PARAPHERNALIA,30.27947583,-97.68282338,2022
CRIMINAL TRESPASS,30.23422117,-97.72043394,2022
FRAUD - OTHER,30.39460719,-97.64858143,2022
CRIMINAL MISCHIEF,30.38510699,-97.69082336,2022
FAMILY DISTURBANCE,30.18782842,-97.76131283,2022
DWI,30.26682178,-97.73467166,2022
AUTO THEFT,30.39217638,-97.64571757,2022
THEFT,30.31582358,-97.7328543,2022
BURGLARY OF VEHICLE,30.23637859,-97.87140901,2022
BURGLARY OF VEHICLE,30.38552046,-97.73530496,2022
THEFT BY SHOPLIFTING,30.33278091,-97.7050027,2022
POSS CONTROLLED SUB/NARCOTIC,30.3321986,-97.70517392,2022
BURGLARY OF VEHICLE,30.26020456,-97.73793249,2022
BURGLARY OF VEHICLE,30.39119845,-97.75281047,2022
AUTO THEFT,30.28329557,-97.74618805,2022
CRIMINAL MISCHIEF,30.39393516,-97.69949032,2022
EVADING VEHICLE,30.29930666,-97.67369234,2022
DISTURBANCE - OTHER,30.23258831,-97.72209348,2022
CRIMINAL MISCHIEF,30.36323409,-97.69701432,2022
CRIMINAL MISCHIEF,30.39310069,-97.84407634,2022
DAMAGE CITY PROP,30.17409789,-97.79890675,2022
MAIL THEFT,30.23895001,-97.72075262,2022
BURGLARY OF COIN-OP MACHINE,30.21447916,-97.77656995,2022
EVADING VEHICLE,30.3198323,-97.70796135,2022
BURGLARY OF VEHICLE,30.38806936,-97.73771715,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.25055351,-97.69898518,2022
CHILD CUSTODY INTERFERE,30.17532508,-97.80227109,2022
AUTO THEFT,30.27463258,-97.69816647,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.38542825,-97.73645584,2022
THEFT,30.2024962,-97.79870952,2022
DWI,30.29557475,-97.74708864,2022
DEL MARIJUANA,30.26735144,-97.73909331,2022
AUTO THEFT,30.26422497,-97.73288487,2022
FAMILY DISTURBANCE,30.17938079,-97.77579237,2022
POSS SYNTHETIC MARIJUANA,30.27644574,-97.70221427,2022
IDENTITY THEFT,30.33169082,-97.71180804,2022
ASSAULT WITH INJURY,30.28295131,-97.71192433,2022
CRIMINAL TRESPASS,30.23354849,-97.72116481,2022
BURGLARY OF VEHICLE,30.33531975,-97.80737005,2022
BURGLARY OF VEHICLE,30.1683339,-97.78259876,2022
FAMILY DISTURBANCE,30.33604671,-97.69701847,2022
VIOL OF BOND CONDITIONS,30.23870916,-97.73162074,2022
FAMILY DISTURBANCE,30.17155516,-97.61000948,2022
BURGLARY OF VEHICLE,30.39716921,-97.71910498,2022
BURGLARY OF VEHICLE,30.23580107,-97.87599426,2022
FAILURE TO IDENTIFY,30.23316775,-97.86562502,2022
AGG ASSAULT,30.26765737,-97.74687962,2022
THEFT,30.33915243,-97.69116575,2022
THEFT,30.24971921,-97.76366535,2022
DRIVING WHILE INTOX / FELONY,30.22365211,-97.85552475,2022
THEFT OF SERVICE,30.27054719,-97.71973276,2022
THEFT,30.32492603,-97.7351009,2022
THEFT,30.36283671,-97.64448624,2022
THEFT CATALYTIC CONVERTER,30.41039632,-97.75296929,2022
POSS OF FIREARM BY FELON,30.36259133,-97.71181497,2022
FAMILY DISTURBANCE,30.36926216,-97.69510501,2022
FORGERY AND PASSING,30.2711407,-97.74191295,2022
BURGLARY OF VEHICLE,30.36911534,-97.71977345,2022
BURGLARY OF VEHICLE,30.26741215,-97.73774506,2022
BURGLARY OF VEHICLE,30.40196548,-97.73642287,2022
THEFT BY SHOPLIFTING,30.44268296,-97.6642088,2022
POSS CONTROLLED SUB/OTHER,30.33472027,-97.75309091,2022
DATING DISTURBANCE,30.47705492,-97.7898313,2022
DWI,30.23863036,-97.69469209,2022
AUTO THEFT,30.36927321,-97.86062634,2022
DWI,30.32091361,-97.68951256,2022
FAMILY DISTURBANCE,30.36353884,-97.72321041,2022
AUTO THEFT,30.39495992,-97.6528231,2022
DWI,30.43058404,-97.7002979,2022
BURGLARY OF VEHICLE,30.40711173,-97.79054705,2022
EVADING VEHICLE,30.26476806,-97.76499159,2022
CRASH/FAIL STOP AND RENDER AID,30.1672125,-97.78774647,2022
FAMILY DISTURBANCE/PARENTAL,30.19818636,-97.78001536,2022
BURGLARY OF VEHICLE,30.43110654,-97.75845152,2022
CRIMINAL MISCHIEF,30.39776719,-97.72673203,2022
AUTO THEFT,30.25571158,-97.7625396,2022
FAMILY DISTURBANCE,30.45606953,-97.77210546,2022
BURGLARY OF RESIDENCE,30.43172659,-97.65449839,2022
AUTO THEFT,30.40925577,-97.74318206,2022
ASSAULT BY THREAT,30.33639668,-97.70160339,2022
FAMILY DISTURBANCE,30.18153143,-97.84472427,2022
BURGLARY OF VEHICLE,30.40083307,-97.72263542,2022
AIRPORT - CRIMINAL TRESPASS,30.20200809,-97.6668813,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.27794091,-97.71694044,2022
THEFT OF LICENSE PLATE,30.28565955,-97.74203972,2022
BURGLARY OF VEHICLE,30.26091647,-97.79821506,2022
THEFT BY SHOPLIFTING,30.19061184,-97.7722943,2022
BURGLARY OF VEHICLE,30.45785084,-97.79143353,2022
IDENTITY THEFT,30.39364216,-97.6974107,2022
CHILD CUSTODY INTERFERE,30.43580762,-97.65288995,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.40761425,-97.71879317,2022
BURGLARY OF VEHICLE,30.24307585,-97.80019122,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.22146491,-97.72690401,2022
BURGLARY OF VEHICLE,30.3665769,-97.72870416,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
FRAUD - OTHER,30.38880625,-97.6448883,2022
CRIMINAL MISCHIEF,30.26324635,-97.68910197,2022
THEFT,30.27025454,-97.75005784,2022
CRIMINAL MISCHIEF,30.31393793,-97.77032723,2022
BURGLARY OF VEHICLE,30.34036397,-97.6886973,2022
THEFT,30.39556865,-97.72695328,2022
CRIMINAL MISCHIEF,30.39438783,-97.67065387,2022
CHILD CUSTODY INTERFERE,30.20197551,-97.85344319,2022
THEFT,30.20200809,-97.6668813,2022
ASSAULT WITH INJURY,30.30698583,-97.73552369,2022
BURGLARY OF VEHICLE,30.31347568,-97.70780144,2022
BURGLARY OF VEHICLE,30.27564959,-97.77151173,2022
FRAUD - OTHER,30.28987232,-97.76276115,2022
MAIL THEFT,30.32504879,-97.69973484,2022
BURGLARY OF VEHICLE,30.44530254,-97.66678052,2022
CRIMINAL MISCHIEF,30.19220242,-97.79207768,2022
VIOL CITY ORDINANCE - DOG,30.19715067,-97.80864585,2022
BURGLARY OF VEHICLE,30.25836693,-97.79529758,2022
THEFT,30.4104375,-97.74504471,2022
FAMILY DISTURBANCE,30.42835667,-97.66516096,2022
CRIMINAL MISCHIEF,30.16337802,-97.74425172,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.20533285,-97.77649221,2022
AUTO THEFT,30.170177,-97.74018572,2022
UNLAWFUL CARRYING WEAPON,30.26780548,-97.71127096,2022
AUTO THEFT,30.23359341,-97.74043088,2022
BURGLARY OF VEHICLE,30.26336306,-97.73649469,2022
THEFT-NO SUSPECT/FOLLOWUP,30.2452358,-97.74248143,2022
AUTO THEFT,30.22771827,-97.70117264,2022
AUTO THEFT,30.26744445,-97.73553891,2022
THEFT FROM PERSON,30.26653839,-97.74567389,2022
FAMILY DISTURBANCE,30.23038532,-97.72303989,2022
AUTO THEFT,30.22563082,-97.70573006,2022
FAMILY DISTURBANCE,30.45475017,-97.80558843,2022
BURGLARY OF RESIDENCE,,,2022
BURGLARY OF VEHICLE,30.29246578,-97.72275227,2022
AIRPORT PLACES WEAPON PROHIBIT,30.20200809,-97.6668813,2022
BURGLARY OF VEHICLE,30.31770707,-97.74152147,2022
VIOL OF EMERG PROTECTIVE ORDER,30.2309895,-97.70564444,2022
AIRPORT PLACES WEAPON PROHIBIT,30.20200809,-97.6668813,2022
BURGLARY OF VEHICLE,30.19139265,-97.7655522,2022
POSS OF DRUG PARAPHERNALIA,30.28421533,-97.74474684,2022
AUTO THEFT,30.29637563,-97.73406291,2022
AUTO THEFT,30.22935819,-97.72621907,2022
THEFT,30.19991366,-97.83720908,2022
FAMILY DISTURBANCE,30.27179915,-97.75984562,2022
THEFT OF SERVICE,30.32214792,-97.69321973,2022
EVADING / FOOT,30.22924532,-97.79009583,2022
POSS OF DRUG PARAPHERNALIA,30.30440277,-97.71562712,2022
UNLAWFUL CARRYING WEAPON,30.17926585,-97.75416173,2022
CRUELTY TO ANIMALS,30.31554109,-97.70229583,2022
THEFT CATALYTIC CONVERTER,30.33753602,-97.72181485,2022
THEFT OF METAL,30.17485989,-97.82881898,2022
BURGLARY OF VEHICLE,30.39917159,-97.72356881,2022
ASSAULT BY THREAT,30.27804045,-97.74922522,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
CRIMINAL TRESPASS,30.4414522,-97.7425389,2022
AUTO THEFT,30.17844188,-97.75872632,2022
POSS OF FIREARM BY FELON,30.36721654,-97.69553841,2022
FAMILY DISTURBANCE,30.29406131,-97.64716612,2022
AUTO THEFT,30.19139265,-97.7655522,2022
FAMILY DISTURBANCE,30.17908625,-97.77756973,2022
IDENTITY THEFT,30.19236637,-97.82157098,2022
THEFT,30.44827674,-97.78795296,2022
BURGLARY OF VEHICLE,30.26033511,-97.74956286,2022
DATING DISTURBANCE,30.29930666,-97.67369234,2022
THEFT CATALYTIC CONVERTER,30.31362718,-97.71938698,2022
TERRORISTIC THREAT,30.43787846,-97.76878318,2022
CRIMINAL MISCHIEF-NO SUSPECT,30.26360786,-97.73107334,2022
BURGLARY NON RESIDENCE,30.27677066,-97.69033811,2022
DISTURBANCE - OTHER,30.44128318,-97.75586562,2022
CRIMINAL MISCHIEF,30.25170127,-97.71755007,2022
THEFT BY SHOPLIFTING,30.44477335,-97.78908984,2022
TERRORISTIC THREAT,30.33915243,-97.69116575,2022
FAMILY DISTURBANCE,30.43788961,-97.73868291,2022
CRASH/FAIL STOP AND RENDER AID,30.17567811,-97.78002447,2022
BURGLARY OF VEHICLE,30.29020675,-97.74780294,2022
FAMILY DISTURBANCE/PARENTAL,30.42454,-97.67381661,2022
CRIMINAL MISCHIEF,30.45798345,-97.79062999,2022
POSS CONTROLLED SUB/NARCOTIC,30.35460161,-97.68584592,2022
FAMILY DISTURBANCE,30.25952831,-97.74869734,2022
CRED CARD ABUSE - OTHER,30.40332292,-97.72524282,2022
FAMILY DISTURBANCE,30.24753208,-97.88136602,2022
FAMILY DISTURBANCE,30.36843864,-97.64799993,2022
CRASH/INTOXICATION ASSAULT,30.33232148,-97.68667926,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
BURGLARY OF VEHICLE,30.29424282,-97.73671291,2022
BURGLARY OF RESIDENCE,30.23653697,-97.71329824,2022
THEFT,30.23216714,-97.79902672,2022
BURGLARY OF VEHICLE,30.39353613,-97.72559956,2022
POSSESSION OF MARIJUANA,30.26755343,-97.73467415,2022
BURGLARY OF VEHICLE,30.26138854,-97.76735632,2022
ASSAULT WITH INJURY,30.24317363,-97.75177378,2022
THEFT,30.40683649,-97.74500495,2022
FAMILY DISTURBANCE,30.33090738,-97.72463856,2022
DATING DISTURBANCE,30.402931,-97.67558356,2022
BURGLARY OF RESIDENCE,30.3296382,-97.73080156,2022
FAMILY DISTURBANCE,30.2156655,-97.70354685,2022
FAMILY DISTURBANCE,30.18782842,-97.76131283,2022
ASSAULT WITH INJURY,30.26892586,-97.73861057,2022
BURGLARY OF VEHICLE,30.1698338,-97.8916682,2022
THEFT,30.16962853,-97.78711941,2022
CRIMINAL MISCHIEF,30.25597248,-97.79715683,2022
ASSAULT WITH INJURY,30.32068884,-97.70667628,2022
FAMILY DISTURBANCE,30.25115589,-97.72763269,2022
UNLAWFUL CARRYING WEAPON,30.21729897,-97.75233864,2022
FAMILY DISTURBANCE,30.43524512,-97.69503495,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
PURSE SNATCHING,30.26763582,-97.74703862,2022
ASSAULT BY THREAT,30.25107106,-97.74951613,2022
ASSAULT ON PUBLIC SERVANT,30.38272333,-97.7396534,2022
DATING DISTURBANCE,30.24136087,-97.71692105,2022
DWI,30.23769583,-97.73088466,2022
FAMILY DISTURBANCE,30.38979111,-97.65120601,2022
UNLAWFUL CARRYING WEAPON,30.26706762,-97.73933857,2022
CRIMINAL MISCHIEF,30.2988068,-97.69488518,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
FAILURE TO IDENTIFY,30.26286872,-97.75860722,2022
DWI,30.3033245,-97.66163489,2022
BURGLARY OF VEHICLE,30.40031836,-97.74610642,2022
PURSE SNATCHING,30.27002512,-97.74931936,2022
FAMILY DISTURBANCE,30.31554109,-97.70229583,2022
ASSAULT BY THREAT,30.29899309,-97.62613478,2022
FAMILY DISTURBANCE,30.29798273,-97.64411878,2022
BURGLARY OF VEHICLE,30.34715945,-97.80037855,2022
FAMILY DISTURBANCE,30.32477832,-97.68660084,2022
BURGLARY NON RESIDENCE,30.26167301,-97.72154448,2022
DWI,30.16104246,-97.79919214,2022
MAIL THEFT,30.39968443,-97.67858577,2022
DWI 2ND,30.21551438,-97.75126528,2022
DWI,30.29832359,-97.71289188,2022
FAMILY DISTURBANCE,30.18080936,-97.75501008,2022
DISTURBANCE - OTHER,30.19077252,-97.77180248,2022
THEFT,30.40249501,-97.72050896,2022
CRIMINAL MISCHIEF-NO SUSPECT,30.23653697,-97.71329824,2022
BURGLARY OF VEHICLE,30.22563082,-97.70573006,2022
EVADING VEHICLE,30.36851383,-97.70903721,2022
CRIMINAL MISCHIEF-NO SUSPECT,30.39438783,-97.67065387,2022
DWI,30.36721654,-97.69553841,2022
DEL CONTROLLED SUB/NARCOTIC,30.26735144,-97.73909331,2022
AGG ASSAULT,30.35835208,-97.68859417,2022
THEFT FROM AUTO,30.22134569,-97.78369438,2022
DWI,30.36241737,-97.68953886,2022
THEFT,30.26653839,-97.74567389,2022
PROBATION VIOL,30.41745641,-97.70284301,2022
FAMILY DISTURBANCE,30.2047188,-97.63309584,2022
AIRPORT - CRIMINAL TRESPASS,30.20200809,-97.6668813,2022
THEFT OF BICYCLE,30.31122554,-97.72043789,2022
IDENTITY THEFT,30.18702719,-97.90404558,2022
CRIMINAL MISCHIEF,30.3182641,-97.70793744,2022
ASSAULT WITH INJURY,30.26067888,-97.74683528,2022
THEFT,30.26678154,-97.73824996,2022
THEFT,30.34941175,-97.72707149,2022
THEFT,30.21854775,-97.76630291,2022
BURGLARY OF VEHICLE,30.26560153,-97.74204896,2022
MAIL THEFT,30.31896089,-97.70852083,2022
CRIMINAL MISCHIEF,30.2786539,-97.62574818,2022
ASSAULT BY CONTACT,30.26972876,-97.74935264,2022
BURGLARY OF RESIDENCE,30.43692075,-97.74327649,2022
POSSESSION OF MARIJUANA,30.27075082,-97.69197317,2022
FAMILY DISTURBANCE,30.27155189,-97.70565256,2022
THEFT,30.23975442,-97.74724684,2022
FORGERY AND PASSING,30.3130169,-97.73089162,2022
THEFT-NO SUSPECT/FOLLOWUP,30.23783528,-97.71317116,2022
CRASH/INTOX MANSLAUGHTER,30.22111053,-97.75655337,2022
BURGLARY OF VEHICLE,30.1870381,-97.78036378,2022
CRIMINAL TRESPASS,30.3786632,-97.6743364,2022
FAMILY DISTURBANCE,30.25654971,-97.71752961,2022
DOC FIGHTING,30.26673013,-97.73897059,2022
FAMILY DISTURBANCE,,,2022
AUTO THEFT,30.38880625,-97.6448883,2022
FAMILY DISTURBANCE,30.2456231,-97.88825672,2022
CRIMINAL MISCHIEF,30.25897405,-97.74944404,2022
FAMILY DISTURBANCE/PARENTAL,30.29354078,-97.63156166,2022
CRED CARD ABUSE BY FORGERY,30.26653839,-97.74567389,2022
CRASH/INTOXICATION ASSAULT,30.22341411,-97.76347525,2022
CHILD CUSTODY INTERFERE,30.25595216,-97.76068619,2022
FAMILY DISTURBANCE,30.24200034,-97.7568829,2022
AUTO THEFT,30.41242078,-97.73105129,2022
FAMILY DISTURBANCE,30.43228935,-97.84065841,2022
CHILD CUSTODY INTERFERE,30.26451017,-97.76159559,2022
RAPE OF A CHILD,,,2022
THEFT,30.33857476,-97.59210978,2022
BURGLARY NON RESIDENCE,30.24943648,-97.76822197,2022
CRASH/INTOX MANSLAUGHTER,30.35035514,-97.58723682,2022
AUTO THEFT,30.35349225,-97.71486891,2022
BURGLARY OF VEHICLE,30.25571158,-97.7625396,2022
FALSE ALARM OR REPORT,30.27177854,-97.73619544,2022
AUTO THEFT,30.39151787,-97.83947264,2022
BURGLARY NON RESIDENCE,30.28569945,-97.6816035,2022
HARASSMENT,30.37786456,-97.66144764,2022
BURGLARY NON RESIDENCE,30.44706689,-97.79519075,2022
VIOL CITY ORDINANCE - WRECKER,30.20590451,-97.7383274,2022
HARASSMENT,30.38075033,-97.72522523,2022
BREACH OF COMPUTER SECURITY,30.23330531,-97.73842733,2022
THEFT BY SHOPLIFTING,30.1610652,-97.78883256,2022
BURGLARY OF VEHICLE,30.20621089,-97.77473691,2022
THEFT OF LICENSE PLATE,30.23334829,-97.73227511,2022
FAMILY DISTURBANCE,30.19233631,-97.73286314,2022
CRIMINAL MISCHIEF,30.2047188,-97.63309584,2022
FAMILY DISTURBANCE,30.15499194,-97.73649468,2022
BURGLARY NON RESIDENCE,30.39450156,-97.65221081,2022
INJURY TO CHILD,30.25685741,-97.71845588,2022
DEBIT CARD ABUSE,30.32104847,-97.77354003,2022
BURGLARY OF VEHICLE,30.25999541,-97.74935651,2022
AUTO THEFT,30.18032879,-97.83550541,2022
THEFT FROM PERSON,30.26701898,-97.74495761,2022
BURGLARY NON RESIDENCE,30.24818737,-97.75054049,2022
BURGLARY OF RESIDENCE,30.4110599,-97.74808698,2022
THEFT,30.38628485,-97.71877828,2022
CRIMINAL MISCHIEF,30.29811253,-97.68229888,2022
THEFT CATALYTIC CONVERTER,30.40629333,-97.6763127,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.24418174,-97.81009928,2022
MAIL THEFT,30.40701675,-97.66862329,2022
BURGLARY OF VEHICLE,30.39766709,-97.72762629,2022
ASSAULT WITH INJURY,30.25785827,-97.73914244,2022
HARASSMENT,30.32578983,-97.69444216,2022
ASSAULT WITH INJURY,30.30698583,-97.73552369,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.27629918,-97.70284569,2022
ASSAULT BY CONTACT,30.31352507,-97.73669174,2022
MAIL THEFT,30.24492645,-97.6843229,2022
BURGLARY OF VEHICLE,30.47947449,-97.80204367,2022
ASSAULT BY CONTACT,30.17237105,-97.79906283,2022
FAILURE TO REG AS SEX OFFENDER,,,2022
BURGLARY OF RESIDENCE,30.36389693,-97.70787513,2022
ROBBERY BY ASSAULT,30.26665421,-97.73508807,2022
MAIL THEFT,30.32504879,-97.69973484,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
THEFT,30.31990868,-97.70430715,2022
IDENTITY THEFT,30.27175094,-97.73809103,2022
ASSAULT WITH INJURY,30.26984493,-97.75115879,2022
BURGLARY OF VEHICLE,30.19863047,-97.83952822,2022
BURGLARY OF VEHICLE,30.27564959,-97.77151173,2022
THEFT-NO SUSPECT/FOLLOWUP,30.22060315,-97.68889173,2022
BURGLARY OF VEHICLE,30.26962758,-97.74842696,2022
CRIMINAL MISCHIEF,30.23614049,-97.70482011,2022
THEFT BY SHOPLIFTING,30.44268296,-97.6642088,2022
AGG ASSAULT,30.33454682,-97.70031898,2022
AUTO THEFT,30.22753716,-97.77489407,2022
BURGLARY OF VEHICLE,30.26627424,-97.74825693,2022
AUTO THEFT,30.23708086,-97.83410723,2022
THEFT,30.19702585,-97.77712682,2022
BURGLARY NON RESIDENCE,30.34469377,-97.67476537,2022
FAMILY DISTURBANCE/PARENTAL,30.17564297,-97.63028691,2022
AUTO THEFT,30.19404422,-97.73774045,2022
AUTO THEFT,30.31896089,-97.70852083,2022
AUTO THEFT,30.3599444,-97.68352356,2022
BURGLARY OF RESIDENCE,30.25142497,-97.74865448,2022
THEFT OF BICYCLE,30.23422117,-97.72043394,2022
BURGLARY OF RESIDENCE,30.23420457,-97.73272716,2022
BURGLARY OF RESIDENCE,30.23496305,-97.7183772,2022
THEFT CATALYTIC CONVERTER,30.21191191,-97.77127991,2022
AGG ASSAULT,30.23612656,-97.72134847,2022
AUTO THEFT,30.143981,-97.79439913,2022
AGG ASSAULT,30.46793555,-97.79250733,2022
THEFT FROM PERSON,30.26703084,-97.73792958,2022
FAMILY DISTURBANCE,30.23783528,-97.71317116,2022
FAMILY DISTURBANCE,30.16924226,-97.62713598,2022
CRIMINAL MISCHIEF,30.40168382,-97.72673719,2022
AUTO THEFT,30.22448984,-97.70333825,2022
SEXUAL ASSAULT W/ OBJECT,,,2022
CRIMINAL MISCHIEF,30.36165157,-97.70352769,2022
THEFT BY SHOPLIFTING,30.16962853,-97.78711941,2022
ASSAULT WITH INJURY,30.2290038,-97.70310131,2022
FAMILY DISTURBANCE,30.1764327,-97.8318962,2022
AUTO THEFT,30.32925414,-97.67959474,2022
AGG ASSAULT,30.37521409,-97.71174462,2022
VIOL OF PROTECTIVE ORDER,30.2309895,-97.70564444,2022
AGG ASSAULT FAM/DATE VIOLENCE,30.37119483,-97.71452465,2022
MAIL THEFT,30.36216055,-97.72076116,2022
DEBIT CARD ABUSE,30.2665025,-97.73818776,2022
AUTO THEFT,30.39665644,-97.72323395,2022
AUTO THEFT,30.20438795,-97.85972349,2022
CRIMINAL MISCHIEF,30.19259606,-97.77497082,2022
BURGLARY OF VEHICLE,30.26049866,-97.75508711,2022
FAMILY DISTURBANCE,30.23712379,-97.77539712,2022
THEFT FROM PERSON,30.27025454,-97.75005784,2022
POSS CONTROLLED SUB/NARCOTIC,30.37560369,-97.74052053,2022
ASSAULT WITH INJURY,30.2678836,-97.74650601,2022
IDENTITY THEFT,30.2525088,-97.71493992,2022
BURGLARY OF VEHICLE,30.32230599,-97.71379719,2022
AUTO THEFT,30.26578796,-97.69511901,2022
HARASSMENT,30.3423154,-97.61601788,2022
THEFT OF METAL,30.39492307,-97.75202231,2022
IDENTITY THEFT,30.21674422,-97.79600805,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.3296382,-97.73080156,2022
BURGLARY NON RESIDENCE,30.18407854,-97.75414407,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.26982251,-97.7316948,2022
THEFT,30.40249501,-97.72050896,2022
CHILD ENDANGERMENT- ABANDONMEN,30.34153505,-97.70190398,2022
DWI,30.33186393,-97.68649841,2022
THEFT BY SHOPLIFTING,30.33670094,-97.68405734,2022
PROWLER,30.2573787,-97.76681341,2022
BURGLARY OF VEHICLE,30.39934526,-97.724535,2022
THEFT,30.23431486,-97.81882978,2022
BURGLARY OF VEHICLE,30.21706458,-97.68934647,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.26982251,-97.7316948,2022
THEFT,30.17259444,-97.78192603,2022
AGG ASSAULT,30.23146495,-97.72122433,2022
BURGLARY OF VEHICLE,30.39934526,-97.724535,2022
POSSESSION OF MARIJUANA,30.16279341,-97.63485911,2022
FAMILY DISTURBANCE/PARENTAL,30.27877743,-97.67195099,2022
BURGLARY OF VEHICLE,30.34602065,-97.69666978,2022
CRIMINAL MISCHIEF,30.20036143,-97.80772922,2022
AUTO THEFT,30.3296382,-97.73080156,2022
AUTO THEFT,30.21682944,-97.79697802,2022
CRIMINAL MISCHIEF-NO SUSPECT,30.24622195,-97.7149615,2022
BURGLARY OF VEHICLE,30.28489932,-97.76919368,2022
MAIL THEFT,30.32504879,-97.69973484,2022
TERRORISTIC THREAT,30.21958652,-97.73475804,2022
THEFT,30.39660724,-97.74388038,2022
AGG ASSAULT WITH MOTOR VEH,30.23207799,-97.79521879,2022
ASSAULT WITH INJURY,30.26735144,-97.73909331,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.25725932,-97.76017613,2022
DOC DISPLAY GUN/DEADLY PUB PLC,30.25788603,-97.80700704,2022
BURGLARY OF VEHICLE,30.39631417,-97.72087635,2022
THEFT,30.35486364,-97.64870452,2022
ASSAULT WITH INJURY,30.22511753,-97.69601139,2022
THEFT CATALYTIC CONVERTER,30.33277846,-97.72251753,2022
FAMILY DISTURBANCE,30.17542256,-97.82791808,2022
